sub,trial,partners_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
1651,42,2.3,182,144,0.8,cooperate,pgg
1651,42,2.3,227,180,0,defect,pgg
1651,43,2,146,-198,0,defect,pgg
1651,43,2,153,-97,0,defect,pgg
1651,44,0.5,-234,-19,0,defect,pgg
1651,44,0.5,0,-2,0,defect,pgg
1651,45,0.8,-18,-18,0,defect,pgg
1651,45,0.8,-54,-114,0,defect,pgg
1651,46,1.1,42,-120,0,defect,pgg
1651,46,1.1,132,-138,0,defect,pgg
1651,47,1.4,63,-241,0,defect,pgg
1651,47,1.4,74,-123,0,defect,pgg
1651,48,0.6,-147,-228,0,defect,pgg
1651,48,0.6,-133,-118,0,defect,pgg
1651,49,0.7,-228,-243,0,defect,pgg
1651,49,0.7,-91,-196,0,defect,pgg
1651,50,0,-247,-247,1,cooperate,pgg
1651,50,0,-246,-247,1,cooperate,pgg
1651,51,2.9,8,4,1,cooperate,pgg
1651,51,2.9,150,200,0,defect,pgg
1651,52,2.3,182,144,0.8,cooperate,pgg
1651,52,2.3,227,180,0,defect,pgg
1651,53,1,77,9,0,defect,pgg
1651,53,1,129,-145,0,defect,pgg
1651,54,0.8,-18,-18,0,defect,pgg
1651,54,0.8,-54,-114,0,defect,pgg
1651,55,2.5,250,-211,0,defect,pgg
1651,55,2.5,150,201,0,defect,pgg
1651,56,0,-247,-247,1,cooperate,pgg
1651,56,0,-246,-247,1,cooperate,pgg
1651,57,0.1,-246,-247,0,defect,pgg
1651,57,0.1,-184,-138,0,defect,pgg
1651,58,0.3,-226,-160,0,defect,pgg
1651,58,0.3,-85,-230,0.1,defect,pgg
1651,59,1.6,119,35,0,defect,pgg
1651,59,1.6,50,-103,0,defect,pgg
1651,60,2.1,53,90,0,defect,pgg
1651,60,2.1,176,83,0,defect,pgg
1651,61,1.9,102,-241,0,defect,pgg
1651,61,1.9,219,194,0,defect,pgg
1651,62,0.9,-64,-222,0,defect,pgg
1651,62,0.9,-169,-45,0,defect,pgg
1653,1,1.5,50,31,0.5,cooperate,pgg
1653,1,1.5,73,-10,0.5,cooperate,pgg
1653,2,2.5,202,94,0.7,cooperate,pgg
1653,2,2.5,198,71,1,cooperate,pgg
1653,3,2.6,209,96,0.8,cooperate,pgg
1653,3,2.6,166,162,1,cooperate,pgg
1653,4,0.9,-169,-58,0.5,cooperate,pgg
1653,4,0.9,-180,134,0,defect,pgg
1653,5,0.5,-38,-171,0.5,cooperate,pgg
1653,5,0.5,-101,-130,0.3,defect,pgg
1653,6,2,88,85,0.5,cooperate,pgg
1653,6,2,102,26,0.5,cooperate,pgg
1653,7,0.3,-220,-103,0,defect,pgg
1653,7,0.3,-212,236,0,defect,pgg
1653,8,1.2,108,67,0.5,cooperate,pgg
1653,8,1.2,-128,-106,0.5,cooperate,pgg
1653,9,1.7,173,103,0.5,cooperate,pgg
1653,9,1.7,125,79,0.3,defect,pgg
1653,10,3,234,239,1,cooperate,pgg
1653,10,3,217,158,1,cooperate,pgg
1653,11,0.8,-194,-68,0.5,cooperate,pgg
1653,11,0.8,-23,32,0,defect,pgg
1653,12,0.5,-38,-171,0.5,cooperate,pgg
1653,12,0.5,-101,-130,0.3,defect,pgg
1653,13,0.2,-245,-65,0,defect,pgg
1653,13,0.2,-208,164,0,defect,pgg
1653,14,2.8,170,124,1,cooperate,pgg
1653,14,2.8,213,232,1,cooperate,pgg
1653,15,1.1,-53,-23,0.4,defect,pgg
1653,15,1.1,-17,-22,0.5,cooperate,pgg
1653,16,1.1,-53,-23,0.4,defect,pgg
1653,16,1.1,-17,-22,0.5,cooperate,pgg
1653,17,2.3,146,67,0.8,cooperate,pgg
1653,17,2.3,213,196,0.6,cooperate,pgg
1653,18,1.5,50,31,0.5,cooperate,pgg
1653,18,1.5,73,-10,0.5,cooperate,pgg
1653,19,1.6,21,54,0.3,defect,pgg
1653,19,1.6,58,36,0.8,cooperate,pgg
1653,20,1.8,26,10,0.6,cooperate,pgg
1653,20,1.8,103,44,0.6,cooperate,pgg
1653,21,1.2,108,67,0.5,cooperate,pgg
1653,21,1.2,-128,-106,0.5,cooperate,pgg
1653,22,1.8,26,10,0.6,cooperate,pgg
1653,22,1.8,103,44,0.6,cooperate,pgg
1653,23,0.4,-219,167,0,defect,pgg
1653,23,0.4,-204,-143,0,defect,pgg
1653,24,0,-237,241,0,defect,pgg
1653,24,0,-222,131,0,defect,pgg
1653,25,2.8,170,124,1,cooperate,pgg
1653,25,2.8,213,232,1,cooperate,pgg
1653,26,1,-87,-42,0,defect,pgg
1653,26,1,3,-1,0.2,defect,pgg
1653,27,2.2,165,109,0.5,cooperate,pgg
1653,27,2.2,178,102,0.5,cooperate,pgg
1653,28,1.6,21,54,0.3,defect,pgg
1653,28,1.6,58,36,0.8,cooperate,pgg
1653,29,2.7,225,213,1,cooperate,pgg
1653,29,2.7,203,166,0.9,cooperate,pgg
1653,30,1.9,92,31,0.5,cooperate,pgg
1653,30,1.9,137,76,0.6,cooperate,pgg
1653,31,2.6,209,96,0.8,cooperate,pgg
1653,31,2.6,166,162,1,cooperate,pgg
1653,32,2.4,182,126,0.7,cooperate,pgg
1653,32,2.4,183,113,0.6,cooperate,pgg
1653,33,1.9,92,31,0.5,cooperate,pgg
1653,33,1.9,137,76,0.6,cooperate,pgg
1653,34,0.7,-49,-36,0,defect,pgg
1653,34,0.7,-182,-71,0,defect,pgg
1653,35,0.6,-121,134,0,defect,pgg
1653,35,0.6,-158,125,0,defect,pgg
1653,36,0.6,-121,134,0,defect,pgg
1653,36,0.6,-158,125,0,defect,pgg
1653,37,3,234,239,1,cooperate,pgg
1653,37,3,217,158,1,cooperate,pgg
1653,38,0.9,-169,-58,0.5,cooperate,pgg
1653,38,0.9,-180,134,0,defect,pgg
1653,39,1.4,31,-27,0.4,defect,pgg
1653,39,1.4,3,1,0,defect,pgg
1653,40,0.4,-219,167,0,defect,pgg
1653,40,0.4,-204,-143,0,defect,pgg
1653,41,2,88,85,0.5,cooperate,pgg
1653,41,2,102,26,0.5,cooperate,pgg
1653,42,2.1,133,110,0.5,cooperate,pgg
1653,42,2.1,203,47,0.5,cooperate,pgg
1653,43,0.3,-220,-103,0,defect,pgg
1653,43,0.3,-212,236,0,defect,pgg
1653,44,0.7,-49,-36,0,defect,pgg
1653,44,0.7,-182,-71,0,defect,pgg
1653,45,1,-87,-42,0,defect,pgg
1653,45,1,3,-1,0.2,defect,pgg
1653,46,1.7,173,103,0.5,cooperate,pgg
1653,46,1.7,125,79,0.3,defect,pgg
1653,47,2.7,225,213,1,cooperate,pgg
1653,47,2.7,203,166,0.9,cooperate,pgg
1653,48,2.9,210,194,0.9,cooperate,pgg
1653,48,2.9,239,225,1,cooperate,pgg
1653,49,0.1,-227,231,0,defect,pgg
1653,49,0.1,-227,235,0,defect,pgg
1653,50,2.5,202,94,0.7,cooperate,pgg
1653,50,2.5,198,71,1,cooperate,pgg
1653,51,0.1,-227,231,0,defect,pgg
1653,51,0.1,-227,235,0,defect,pgg
1653,52,0.8,-194,-68,0.5,cooperate,pgg
1653,52,0.8,-23,32,0,defect,pgg
1653,53,2.1,133,110,0.5,cooperate,pgg
1653,53,2.1,203,47,0.5,cooperate,pgg
1653,54,1.3,128,-46,0.3,defect,pgg
1653,54,1.3,-55,-80,0.3,defect,pgg
1653,55,0.2,-245,-65,0,defect,pgg
1653,55,0.2,-208,164,0,defect,pgg
1653,56,1.3,128,-46,0.3,defect,pgg
1653,56,1.3,-55,-80,0.3,defect,pgg
1653,57,2.3,146,67,0.8,cooperate,pgg
1653,57,2.3,213,196,0.6,cooperate,pgg
1653,58,2.9,210,194,0.9,cooperate,pgg
1653,58,2.9,239,225,1,cooperate,pgg
1653,59,1.4,31,-27,0.4,defect,pgg
1653,59,1.4,3,1,0,defect,pgg
1653,60,0,-237,241,0,defect,pgg
1653,60,0,-222,131,0,defect,pgg
1653,61,2.2,165,109,0.5,cooperate,pgg
1653,61,2.2,178,102,0.5,cooperate,pgg
1653,62,2.4,182,126,0.7,cooperate,pgg
1653,62,2.4,183,113,0.6,cooperate,pgg
1654,1,1.4,70,-56,0.9,cooperate,pgg
1654,1,1.4,-94,-14,0.9,cooperate,pgg
1654,2,2.8,232,150,0.9,cooperate,pgg
1654,2,2.8,127,176,1,cooperate,pgg
1654,3,1.6,99,77,0.9,cooperate,pgg
1654,3,1.6,91,52,0.9,cooperate,pgg
1654,4,1.7,115,-24,0.9,cooperate,pgg
1654,4,1.7,88,47,0.9,cooperate,pgg
1654,5,0.4,-132,-24,1,cooperate,pgg
1654,5,0.4,-193,98,1,cooperate,pgg
1654,6,0.5,-137,157,1,cooperate,pgg
1654,6,0.5,-212,-107,1,cooperate,pgg
1654,7,2.6,139,134,1,cooperate,pgg
1654,7,2.6,183,170,0.9,cooperate,pgg
1654,8,0.6,-225,47,1,cooperate,pgg
1654,8,0.6,-123,105,0.9,cooperate,pgg
1654,9,2.2,142,-98,1,cooperate,pgg
1654,9,2.2,109,131,1,cooperate,pgg
1654,10,3,205,212,1,cooperate,pgg
1654,10,3,235,237,1,cooperate,pgg
1654,11,2.3,110,113,0.9,cooperate,pgg
1654,11,2.3,190,159,1,cooperate,pgg
1654,12,2.8,232,150,0.9,cooperate,pgg
1654,12,2.8,127,176,1,cooperate,pgg
1654,13,2.1,212,83,1,cooperate,pgg
1654,13,2.1,176,85,1,cooperate,pgg
1654,14,2,188,145,1,cooperate,pgg
1654,14,2,107,-81,1,cooperate,pgg
1654,15,2.3,110,113,0.9,cooperate,pgg
1654,15,2.3,190,159,1,cooperate,pgg
1654,16,2.9,221,107,1,cooperate,pgg
1654,16,2.9,218,53,1,cooperate,pgg
1654,17,2.9,221,107,1,cooperate,pgg
1654,17,2.9,218,53,1,cooperate,pgg
1654,18,1.2,-59,-38,1,cooperate,pgg
1654,18,1.2,-12,-7,1,cooperate,pgg
1654,19,2.5,197,38,1,cooperate,pgg
1654,19,2.5,231,55,1,cooperate,pgg
1654,20,1.2,-59,-38,1,cooperate,pgg
1654,20,1.2,-12,-7,1,cooperate,pgg
1654,21,0.5,-137,157,1,cooperate,pgg
1654,21,0.5,-212,-107,1,cooperate,pgg
1654,22,2.1,212,83,1,cooperate,pgg
1654,22,2.1,176,85,1,cooperate,pgg
1654,23,0.6,-225,47,1,cooperate,pgg
1654,23,0.6,-123,105,0.9,cooperate,pgg
1654,24,1.8,103,-43,0.8,cooperate,pgg
1654,24,1.8,67,-62,0.8,cooperate,pgg
1654,25,0.2,-230,177,1,cooperate,pgg
1654,25,0.2,-168,-25,1,cooperate,pgg
1654,26,0.1,-234,122,1,cooperate,pgg
1654,26,0.1,-237,236,1,cooperate,pgg
1654,27,2.7,198,114,1,cooperate,pgg
1654,27,2.7,153,12,1,cooperate,pgg
1654,28,1.5,47,-117,0.9,cooperate,pgg
1654,28,1.5,140,63,0.9,cooperate,pgg
1654,29,0.3,-161,-3,0.9,cooperate,pgg
1654,29,0.3,-234,54,1,cooperate,pgg
1654,30,0,-240,241,1,cooperate,pgg
1654,30,0,-234,241,1,cooperate,pgg
1654,31,2.4,142,43,0.9,cooperate,pgg
1654,31,2.4,198,119,1,cooperate,pgg
1654,32,1.6,99,77,0.9,cooperate,pgg
1654,32,1.6,91,52,0.9,cooperate,pgg
1654,33,0,-240,241,1,cooperate,pgg
1654,33,0,-234,241,1,cooperate,pgg
1654,34,1.1,3,3,0.9,cooperate,pgg
1654,34,1.1,62,28,1,cooperate,pgg
1654,35,0.9,-26,-148,0.9,cooperate,pgg
1654,35,0.9,-16,-157,1,cooperate,pgg
1654,36,0.7,-107,-132,0.9,cooperate,pgg
1654,36,0.7,-86,-160,1,cooperate,pgg
1654,37,3,205,212,1,cooperate,pgg
1654,37,3,235,237,1,cooperate,pgg
1654,38,1.9,106,-120,1,cooperate,pgg
1654,38,1.9,62,-127,0.9,cooperate,pgg
1654,39,2,188,145,1,cooperate,pgg
1654,39,2,107,-81,1,cooperate,pgg
1654,40,0.2,-230,177,1,cooperate,pgg
1654,40,0.2,-168,-25,1,cooperate,pgg
1654,41,2.2,142,-98,1,cooperate,pgg
1654,41,2.2,109,131,1,cooperate,pgg
1654,42,0.4,-132,-24,1,cooperate,pgg
1654,42,0.4,-193,98,1,cooperate,pgg
1654,43,1,4,3,1,cooperate,pgg
1654,43,1,-5,-8,1,cooperate,pgg
1654,44,1.1,3,3,0.9,cooperate,pgg
1654,44,1.1,62,28,1,cooperate,pgg
1654,45,1.9,106,-120,1,cooperate,pgg
1654,45,1.9,62,-127,0.9,cooperate,pgg
1654,46,1.3,-2,0,0.9,cooperate,pgg
1654,46,1.3,50,-118,0.9,cooperate,pgg
1654,47,1.5,47,-117,0.9,cooperate,pgg
1654,47,1.5,140,63,0.9,cooperate,pgg
1654,48,2.7,198,114,1,cooperate,pgg
1654,48,2.7,153,12,1,cooperate,pgg
1654,49,0.9,-26,-148,0.9,cooperate,pgg
1654,49,0.9,-16,-157,1,cooperate,pgg
1654,50,2.4,142,43,0.9,cooperate,pgg
1654,50,2.4,198,119,1,cooperate,pgg
1654,51,0.3,-161,-3,0.9,cooperate,pgg
1654,51,0.3,-234,54,1,cooperate,pgg
1654,52,1.7,115,-24,0.9,cooperate,pgg
1654,52,1.7,88,47,0.9,cooperate,pgg
1654,53,0.1,-234,122,1,cooperate,pgg
1654,53,0.1,-237,236,1,cooperate,pgg
1654,54,2.6,139,134,1,cooperate,pgg
1654,54,2.6,183,170,0.9,cooperate,pgg
1654,55,1,4,3,1,cooperate,pgg
1654,55,1,-5,-8,1,cooperate,pgg
1654,56,0.7,-107,-132,0.9,cooperate,pgg
1654,56,0.7,-86,-160,1,cooperate,pgg
1654,57,0.8,-24,-80,0.9,cooperate,pgg
1654,57,0.8,-98,-48,0.8,cooperate,pgg
1654,58,1.3,-2,0,0.9,cooperate,pgg
1654,58,1.3,50,-118,0.9,cooperate,pgg
1654,59,2.5,197,38,1,cooperate,pgg
1654,59,2.5,231,55,1,cooperate,pgg
1654,60,0.8,-24,-80,0.9,cooperate,pgg
1654,60,0.8,-98,-48,0.8,cooperate,pgg
1654,61,1.8,103,-43,0.8,cooperate,pgg
1654,61,1.8,67,-62,0.8,cooperate,pgg
1654,62,1.4,70,-56,0.9,cooperate,pgg
1654,62,1.4,-94,-14,0.9,cooperate,pgg
1655,1,1.2,-58,0,1,cooperate,pgg
1655,1,1.2,13,8,1,cooperate,pgg
1655,2,2,144,148,1,cooperate,pgg
1655,2,2,29,21,1,cooperate,pgg
1655,3,0.7,-136,65,0,defect,pgg
1655,3,0.7,-213,116,0.3,defect,pgg
1655,4,0.3,-132,10,0.1,defect,pgg
1655,4,0.3,-238,90,0.1,defect,pgg
1655,5,1.9,91,61,1,cooperate,pgg
1655,5,1.9,-3,4,1,cooperate,pgg
1655,6,0.4,-174,72,0.1,defect,pgg
1655,6,0.4,-184,0,0.1,defect,pgg
1655,7,0.2,-228,101,0,defect,pgg
1655,7,0.2,-197,8,0.1,defect,pgg
1655,8,0.3,-132,10,0.1,defect,pgg
1655,8,0.3,-238,90,0.1,defect,pgg
1655,9,2.7,196,138,1,cooperate,pgg
1655,9,2.7,197,91,1,cooperate,pgg
1655,10,0.5,-89,38,0.1,defect,pgg
1655,10,0.5,-179,-44,0.2,defect,pgg
1655,11,2.7,196,138,1,cooperate,pgg
1655,11,2.7,197,91,1,cooperate,pgg
1655,12,2.3,144,48,1,cooperate,pgg
1655,12,2.3,152,164,1,cooperate,pgg
1655,13,1.9,91,61,1,cooperate,pgg
1655,13,1.9,-3,4,1,cooperate,pgg
1655,14,2.5,128,149,0.9,cooperate,pgg
1655,14,2.5,224,183,1,cooperate,pgg
1655,15,0.8,-70,-51,0.2,defect,pgg
1655,15,0.8,-95,9,0.2,defect,pgg
1655,16,1.6,114,77,1,cooperate,pgg
1655,16,1.6,-23,-5,1,cooperate,pgg
1655,17,1.3,7,6,1,cooperate,pgg
1655,17,1.3,131,127,1,cooperate,pgg
1655,18,3,242,244,1,cooperate,pgg
1655,18,3,202,226,1,cooperate,pgg
1655,19,1,-5,-7,0.9,cooperate,pgg
1655,19,1,1,-4,0.5,cooperate,pgg
1655,20,1.5,46,55,1,cooperate,pgg
1655,20,1.5,15,21,0.8,cooperate,pgg
1655,21,2.3,144,48,1,cooperate,pgg
1655,21,2.3,152,164,1,cooperate,pgg
1655,22,1.4,54,34,1,cooperate,pgg
1655,22,1.4,-2,7,1,cooperate,pgg
1655,23,1.8,86,49,1,cooperate,pgg
1655,23,1.8,61,-2,1,cooperate,pgg
1655,24,1.2,-58,0,1,cooperate,pgg
1655,24,1.2,13,8,1,cooperate,pgg
1655,25,2.8,206,196,1,cooperate,pgg
1655,25,2.8,215,209,1,cooperate,pgg
1655,26,2.6,211,204,1,cooperate,pgg
1655,26,2.6,192,167,1,cooperate,pgg
1655,27,0.6,-197,4,0.2,defect,pgg
1655,27,0.6,-176,12,0.1,defect,pgg
1655,28,0.4,-174,72,0.1,defect,pgg
1655,28,0.4,-184,0,0.1,defect,pgg
1655,29,1.4,54,34,1,cooperate,pgg
1655,29,1.4,-2,7,1,cooperate,pgg
1655,30,2.8,206,196,1,cooperate,pgg
1655,30,2.8,215,209,1,cooperate,pgg
1655,31,1.7,14,1,1,cooperate,pgg
1655,31,1.7,131,122,1,cooperate,pgg
1655,32,1.7,14,1,1,cooperate,pgg
1655,32,1.7,131,122,1,cooperate,pgg
1655,33,2.1,69,65,1,cooperate,pgg
1655,33,2.1,151,84,1,cooperate,pgg
1655,34,2.1,69,65,1,cooperate,pgg
1655,34,2.1,151,84,1,cooperate,pgg
1655,35,2.9,201,172,1,cooperate,pgg
1655,35,2.9,213,222,1,cooperate,pgg
1655,36,1.6,114,77,1,cooperate,pgg
1655,36,1.6,-23,-5,1,cooperate,pgg
1655,37,2.6,211,204,1,cooperate,pgg
1655,37,2.6,192,167,1,cooperate,pgg
1655,38,1.8,86,49,1,cooperate,pgg
1655,38,1.8,61,-2,1,cooperate,pgg
1655,39,2.2,164,148,0.9,cooperate,pgg
1655,39,2.2,99,92,1,cooperate,pgg
1655,40,1.1,-15,-3,0.5,cooperate,pgg
1655,40,1.1,-3,-5,1,cooperate,pgg
1655,41,1,-5,-7,0.9,cooperate,pgg
1655,41,1,1,-4,0.5,cooperate,pgg
1655,42,1.3,7,6,1,cooperate,pgg
1655,42,1.3,131,127,1,cooperate,pgg
1655,43,1.1,-15,-3,0.5,cooperate,pgg
1655,43,1.1,-3,-5,1,cooperate,pgg
1655,44,2.4,182,168,1,cooperate,pgg
1655,44,2.4,172,155,1,cooperate,pgg
1655,45,2.5,128,149,0.9,cooperate,pgg
1655,45,2.5,224,183,1,cooperate,pgg
1655,46,0.7,-136,65,0,defect,pgg
1655,46,0.7,-213,116,0.3,defect,pgg
1655,47,0,-191,154,0,defect,pgg
1655,47,0,-231,2,0,defect,pgg
1655,48,0.5,-89,38,0.1,defect,pgg
1655,48,0.5,-179,-44,0.2,defect,pgg
1655,49,2.4,182,168,1,cooperate,pgg
1655,49,2.4,172,155,1,cooperate,pgg
1655,50,0.8,-70,-51,0.2,defect,pgg
1655,50,0.8,-95,9,0.2,defect,pgg
1655,51,0.1,-209,10,0,defect,pgg
1655,51,0.1,-197,-4,0,defect,pgg
1655,52,0.1,-209,10,0,defect,pgg
1655,52,0.1,-197,-4,0,defect,pgg
1655,53,0.9,-140,17,0.2,defect,pgg
1655,53,0.9,-186,4,0.2,defect,pgg
1655,54,0.9,-140,17,0.2,defect,pgg
1655,54,0.9,-186,4,0.2,defect,pgg
1655,55,0.6,-197,4,0.2,defect,pgg
1655,55,0.6,-176,12,0.1,defect,pgg
1655,56,2,144,148,1,cooperate,pgg
1655,56,2,29,21,1,cooperate,pgg
1655,57,1.5,46,55,1,cooperate,pgg
1655,57,1.5,15,21,0.8,cooperate,pgg
1655,58,3,242,244,1,cooperate,pgg
1655,58,3,202,226,1,cooperate,pgg
1655,59,2.2,164,148,0.9,cooperate,pgg
1655,59,2.2,99,92,1,cooperate,pgg
1655,60,0,-191,154,0,defect,pgg
1655,60,0,-231,2,0,defect,pgg
1655,61,2.9,201,172,1,cooperate,pgg
1655,61,2.9,213,222,1,cooperate,pgg
1655,62,0.2,-228,101,0,defect,pgg
1655,62,0.2,-197,8,0.1,defect,pgg
1656,1,0.2,-69,14,0,defect,pgg
1656,1,0.2,-188,-198,0,defect,pgg
1656,2,1.7,61,69,0.5,cooperate,pgg
1656,2,1.7,104,20,0.3,defect,pgg
1656,3,0.3,-96,-61,0.1,defect,pgg
1656,3,0.3,-42,-48,0,defect,pgg
1656,4,2.2,137,175,0.6,cooperate,pgg
1656,4,2.2,99,123,0.6,cooperate,pgg
1656,5,2.1,107,165,0.6,cooperate,pgg
1656,5,2.1,108,45,0.4,defect,pgg
1656,6,0.8,34,-16,0.2,defect,pgg
1656,6,0.8,-74,-56,0.5,cooperate,pgg
1656,7,1.5,71,74,0.4,defect,pgg
1656,7,1.5,46,81,0.5,cooperate,pgg
1656,8,1.1,36,43,0.4,defect,pgg
1656,8,1.1,117,17,0.4,defect,pgg
1656,9,0.1,-49,40,0,defect,pgg
1656,9,0.1,-128,-109,0,defect,pgg
1656,10,0.3,-96,-61,0.1,defect,pgg
1656,10,0.3,-42,-48,0,defect,pgg
1656,11,2.2,137,175,0.6,cooperate,pgg
1656,11,2.2,99,123,0.6,cooperate,pgg
1656,12,0.5,-30,-18,0,defect,pgg
1656,12,0.5,-34,-35,0,defect,pgg
1656,13,1.3,66,36,0.7,cooperate,pgg
1656,13,1.3,65,27,0.3,defect,pgg
1656,14,1.5,71,74,0.4,defect,pgg
1656,14,1.5,46,81,0.5,cooperate,pgg
1656,15,2.4,98,123,0.6,cooperate,pgg
1656,15,2.4,126,78,0.6,cooperate,pgg
1656,16,1.6,88,61,0.4,defect,pgg
1656,16,1.6,62,109,0.4,defect,pgg
1656,17,2.9,102,77,0.3,defect,pgg
1656,17,2.9,101,153,0.4,defect,pgg
1656,18,1.2,84,77,0.3,defect,pgg
1656,18,1.2,47,52,0.8,cooperate,pgg
1656,19,3,139,157,1,cooperate,pgg
1656,19,3,161,143,1,cooperate,pgg
1656,20,1.3,66,36,0.7,cooperate,pgg
1656,20,1.3,65,27,0.3,defect,pgg
1656,21,2.6,106,78,0.4,defect,pgg
1656,21,2.6,129,106,0.4,defect,pgg
1656,22,0.5,-30,-18,0,defect,pgg
1656,22,0.5,-34,-35,0,defect,pgg
1656,23,3,139,157,1,cooperate,pgg
1656,23,3,161,143,1,cooperate,pgg
1656,24,2.8,115,125,0.2,defect,pgg
1656,24,2.8,112,80,0.2,defect,pgg
1656,25,2.5,132,74,0.5,cooperate,pgg
1656,25,2.5,120,148,0.5,cooperate,pgg
1656,26,1.2,84,77,0.3,defect,pgg
1656,26,1.2,47,52,0.8,cooperate,pgg
1656,27,1.8,67,100,0.2,defect,pgg
1656,27,1.8,103,41,0.2,defect,pgg
1656,28,1.4,127,36,0.4,defect,pgg
1656,28,1.4,112,37,0.4,defect,pgg
1656,29,1,-28,-74,0.3,defect,pgg
1656,29,1,91,93,0.2,defect,pgg
1656,30,2,124,57,0.5,cooperate,pgg
1656,30,2,58,38,0.5,cooperate,pgg
1656,31,2.8,115,125,0.2,defect,pgg
1656,31,2.8,112,80,0.2,defect,pgg
1656,32,0.6,-14,-11,0.4,defect,pgg
1656,32,0.6,-11,-54,0.2,defect,pgg
1656,33,2.7,119,51,0.3,defect,pgg
1656,33,2.7,116,39,0.3,defect,pgg
1656,34,0.4,-17,-66,0.1,defect,pgg
1656,34,0.4,-26,-32,0.1,defect,pgg
1656,35,2,124,57,0.5,cooperate,pgg
1656,35,2,58,38,0.5,cooperate,pgg
1656,36,2.3,126,73,0.7,cooperate,pgg
1656,36,2.3,100,60,0.7,cooperate,pgg
1656,37,1.1,36,43,0.4,defect,pgg
1656,37,1.1,117,17,0.4,defect,pgg
1656,38,0.6,-14,-11,0.4,defect,pgg
1656,38,0.6,-11,-54,0.2,defect,pgg
1656,39,0.4,-17,-66,0.1,defect,pgg
1656,39,0.4,-26,-32,0.1,defect,pgg
1656,40,2.4,98,123,0.6,cooperate,pgg
1656,40,2.4,126,78,0.6,cooperate,pgg
1656,41,2.3,126,73,0.7,cooperate,pgg
1656,41,2.3,100,60,0.7,cooperate,pgg
1656,42,2.5,132,74,0.5,cooperate,pgg
1656,42,2.5,120,148,0.5,cooperate,pgg
1656,43,0,-137,182,0,defect,pgg
1656,43,0,-117,151,0,defect,pgg
1656,44,1.6,88,61,0.4,defect,pgg
1656,44,1.6,62,109,0.4,defect,pgg
1656,45,1.9,116,45,0.3,defect,pgg
1656,45,1.9,127,94,0.3,defect,pgg
1656,46,1.9,116,45,0.3,defect,pgg
1656,46,1.9,127,94,0.3,defect,pgg
1656,47,2.9,102,77,0.3,defect,pgg
1656,47,2.9,101,153,0.4,defect,pgg
1656,48,2.6,106,78,0.4,defect,pgg
1656,48,2.6,129,106,0.4,defect,pgg
1656,49,1.4,127,36,0.4,defect,pgg
1656,49,1.4,112,37,0.4,defect,pgg
1656,50,1,-28,-74,0.3,defect,pgg
1656,50,1,91,93,0.2,defect,pgg
1656,51,0,-137,182,0,defect,pgg
1656,51,0,-117,151,0,defect,pgg
1656,52,1.7,61,69,0.5,cooperate,pgg
1656,52,1.7,104,20,0.3,defect,pgg
1656,53,0.8,34,-16,0.2,defect,pgg
1656,53,0.8,-74,-56,0.5,cooperate,pgg
1656,54,0.1,-49,40,0,defect,pgg
1656,54,0.1,-128,-109,0,defect,pgg
1656,55,1.8,67,100,0.2,defect,pgg
1656,55,1.8,103,41,0.2,defect,pgg
1656,56,0.7,-45,-62,0.2,defect,pgg
1656,56,0.7,19,-12,0.3,defect,pgg
1656,57,0.9,24,-14,0.1,defect,pgg
1656,57,0.9,62,-31,0.2,defect,pgg
1656,58,2.1,107,165,0.6,cooperate,pgg
1656,58,2.1,108,45,0.4,defect,pgg
1656,59,0.2,-69,14,0,defect,pgg
1656,59,0.2,-188,-198,0,defect,pgg
1656,60,2.7,119,51,0.3,defect,pgg
1656,60,2.7,116,39,0.3,defect,pgg
1656,61,0.9,24,-14,0.1,defect,pgg
1656,61,0.9,62,-31,0.2,defect,pgg
1656,62,0.7,-45,-62,0.2,defect,pgg
1656,62,0.7,19,-12,0.3,defect,pgg
1657,1,0.9,-94,-30,1,cooperate,pgg
1657,1,0.9,-221,176,1,cooperate,pgg
1657,2,0.6,-219,-227,1,cooperate,pgg
1657,2,0.6,-239,-217,1,cooperate,pgg
1657,3,1.6,225,214,1,cooperate,pgg
1657,3,1.6,42,96,1,cooperate,pgg
1657,4,1.3,-186,-2,1,cooperate,pgg
1657,4,1.3,219,227,1,cooperate,pgg
1657,5,1.8,1,-2,1,cooperate,pgg
1657,5,1.8,193,219,1,cooperate,pgg
1657,6,2.2,244,240,1,cooperate,pgg
1657,6,2.2,213,190,1,cooperate,pgg
1657,7,1.1,-182,-61,1,cooperate,pgg
1657,7,1.1,-189,-113,1,cooperate,pgg
1657,8,2,177,157,1,cooperate,pgg
1657,8,2,173,181,1,cooperate,pgg
1657,9,0.2,1,1,1,cooperate,pgg
1657,9,0.2,-218,-228,1,cooperate,pgg
1657,10,2.6,169,58,1,cooperate,pgg
1657,10,2.6,182,198,1,cooperate,pgg
1657,11,1,-209,124,1,cooperate,pgg
1657,11,1,-198,-106,1,cooperate,pgg
1657,12,1.3,-186,-2,1,cooperate,pgg
1657,12,1.3,219,227,1,cooperate,pgg
1657,13,2.6,169,58,1,cooperate,pgg
1657,13,2.6,182,198,1,cooperate,pgg
1657,14,2.5,230,228,1,cooperate,pgg
1657,14,2.5,1,-1,1,cooperate,pgg
1657,15,2.3,113,81,1,cooperate,pgg
