sub,trial,partner_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
1096,20,0.3,-86,-30,0,defect,pd
1096,21,0.5,142,-2,0,defect,pd
1096,22,0.9,215,4,0,defect,pd
1097,1,0.2,-87,92,0.3,defect,pd
1097,2,0.8,171,41,0.8,cooperate,pd
1097,3,0,-200,233,0,defect,pd
1097,4,0.6,147,107,0.6,cooperate,pd
1097,5,0.9,165,166,0.9,cooperate,pd
1097,6,0.3,-74,35,0.3,defect,pd
1097,7,0.4,-40,33,0.4,defect,pd
1097,8,0.9,202,35,0.9,cooperate,pd
1097,9,1,225,218,1,cooperate,pd
1097,10,0.5,-43,50,0.5,cooperate,pd
1097,11,0.7,137,44,0.7,cooperate,pd
1097,12,0.6,98,98,0.6,cooperate,pd
1097,13,0.7,142,59,0.7,cooperate,pd
1097,14,1,229,229,1,cooperate,pd
1097,15,0.2,-207,131,0.2,defect,pd
1097,16,0.1,-201,224,0.1,defect,pd
1097,17,0.1,-124,119,0.1,defect,pd
1097,18,0.3,-172,145,0.3,defect,pd
1097,19,0.8,132,166,0.8,cooperate,pd
1097,20,0,-228,32,0,defect,pd
1097,21,0.4,-86,97,0.4,defect,pd
1097,22,0.5,2,-1,0.5,cooperate,pd
1098,1,0.6,98,58,1,cooperate,pd
1098,2,0.4,23,0,1,cooperate,pd
1098,3,0.9,249,138,1,cooperate,pd
1098,4,0,-250,242,0,defect,pd
1098,5,0.2,-230,34,1,cooperate,pd
1098,6,0,-249,170,0,defect,pd
1098,7,1,247,206,1,cooperate,pd
1098,8,0.5,53,64,0,defect,pd
1098,9,1,246,209,1,cooperate,pd
1098,10,0.4,-90,74,0.1,defect,pd
1098,11,0.8,227,118,0.8,cooperate,pd
1098,12,0.5,-17,86,0.5,cooperate,pd
1098,13,0.7,142,100,0.7,cooperate,pd
1098,14,0.8,175,89,0.8,cooperate,pd
1098,15,0.3,-149,61,0,defect,pd
1098,16,0.2,-237,132,0,defect,pd
1098,17,0.1,-241,164,0,defect,pd
1098,18,0.9,213,177,1,cooperate,pd
1098,19,0.7,177,108,0.7,cooperate,pd
1098,20,0.6,89,82,0.6,cooperate,pd
1098,21,0.3,-227,121,0,defect,pd
1098,22,0.1,-242,170,0,defect,pd
1099,1,0.5,94,-79,0.3,defect,pd
1099,2,0.8,149,64,0.7,cooperate,pd
1099,3,0.4,2,3,0.4,defect,pd
1099,4,1,135,66,0.9,cooperate,pd
1099,5,0.2,-47,-133,0,defect,pd
1099,6,0.6,34,24,0.5,cooperate,pd
1099,7,1,97,91,0.9,cooperate,pd
1099,8,0.7,66,78,0.5,cooperate,pd
1099,9,0.5,81,25,0.5,cooperate,pd
1099,10,0.1,-175,-201,0,defect,pd
1099,11,0.4,-12,-22,0.1,defect,pd
1099,12,0.6,42,35,0.4,defect,pd
1099,13,0.9,106,73,0.1,defect,pd
1099,14,0.3,-30,-108,0.2,defect,pd
1099,15,0.9,34,49,0.6,cooperate,pd
1099,16,0.7,67,52,0.5,cooperate,pd
1099,17,0.2,-87,-34,0.4,defect,pd
1099,18,0,-162,-175,0,defect,pd
1099,19,0.1,-54,-129,0.1,defect,pd
1099,20,0.8,112,69,0.7,cooperate,pd
1099,21,0.3,-54,-18,0.2,defect,pd
1099,22,0,-125,-17,0,defect,pd
1101,1,0.8,144,-43,0.5,cooperate,pd
1101,2,0.2,151,-188,0,defect,pd
1101,3,0.5,151,-57,0.5,cooperate,pd
1101,4,0.4,156,-40,0.5,cooperate,pd
1101,5,0.9,232,111,0.8,cooperate,pd
1101,6,0.3,66,-104,0.2,defect,pd
1101,7,0.7,198,75,0.5,cooperate,pd
1101,8,0.9,171,202,0.9,cooperate,pd
1101,9,0.3,8,-114,0.3,defect,pd
1101,10,0,-132,-155,0,defect,pd
1101,11,0.7,181,92,0.5,cooperate,pd
1101,12,1,229,220,1,cooperate,pd
1101,13,0.2,33,-134,0,defect,pd
1101,14,0,-170,-174,0,defect,pd
1101,15,0.8,228,65,0.7,cooperate,pd
1101,16,1,223,218,1,cooperate,pd
1101,17,0.1,-15,-112,0,defect,pd
1101,18,0.4,127,-38,0.5,cooperate,pd
1101,19,0.1,112,-131,0,defect,pd
1101,20,0.5,171,-35,0.5,cooperate,pd
1101,21,0.6,177,-26,0.5,cooperate,pd
1101,22,0.6,172,0,0.5,cooperate,pd
1102,1,0.6,236,-2,0.2,defect,pd
1102,2,0.9,236,7,0.4,defect,pd
1102,3,0.7,231,-1,0.3,defect,pd
1102,4,0.7,236,4,0.4,defect,pd
1102,5,0,-244,2,0.1,defect,pd
1102,6,0,-234,1,0.1,defect,pd
1102,7,1,3,241,0.5,cooperate,pd
1102,8,0.8,0,237,0.6,cooperate,pd
1102,9,0.1,5,-229,0.2,defect,pd
1102,10,0.1,-234,7,0.1,defect,pd
1102,11,0.5,241,17,0.3,defect,pd
1102,12,1,0,230,0.7,cooperate,pd
1102,13,0.8,0,229,0.3,defect,pd
1102,14,0.2,238,-5,0.1,defect,pd
1102,15,0.3,6,-238,0.1,defect,pd
1102,16,0.4,1,20,0.2,defect,pd
1102,17,0.5,4,2,0.3,defect,pd
1102,18,0.2,4,-202,0.1,defect,pd
1102,19,0.6,49,7,0.2,defect,pd
1102,20,0.9,0,233,0.6,cooperate,pd
1102,21,0.3,4,-215,0.1,defect,pd
1102,22,0.4,6,-232,0.2,defect,pd
1104,1,0.1,-47,-26,0,defect,pd
1104,2,0.4,28,21,0,defect,pd
1104,3,0.3,52,56,0,defect,pd
1104,4,0.5,163,156,0,defect,pd
1104,5,1,211,235,0,defect,pd
1104,6,0,-176,-198,0,defect,pd
1104,7,0.1,-27,-42,0,defect,pd
1104,8,1,222,218,0,defect,pd
1104,9,0.4,42,38,0,defect,pd
1104,10,0.9,198,217,0,defect,pd
1104,11,0.9,204,238,0,defect,pd
1104,12,0.6,88,91,0,defect,pd
1104,13,0.2,57,37,0,defect,pd
1104,14,0.6,46,65,0,defect,pd
1104,15,0,-204,-204,0,defect,pd
1104,16,0.2,23,18,0,defect,pd
1104,17,0.8,106,99,0,defect,pd
1104,18,0.8,158,208,0,defect,pd
1104,19,0.7,167,177,0,defect,pd
1104,20,0.3,44,41,0,defect,pd
1104,21,0.5,178,142,0,defect,pd
1104,22,0.7,160,198,0,defect,pd
1105,1,0.1,-89,3,0,defect,pd
1105,2,0.5,213,191,0.5,cooperate,pd
1105,3,0.1,8,-3,0.1,defect,pd
1105,4,0.4,170,105,0.4,defect,pd
1105,5,0.3,52,-15,0.3,defect,pd
1105,6,0.7,244,244,0.7,cooperate,pd
1105,7,0.8,247,249,0.8,cooperate,pd
1105,8,0.3,-181,36,0,defect,pd
1105,9,0.6,196,200,0.6,cooperate,pd
1105,10,0.2,-9,-2,0,defect,pd
1105,11,1,249,249,1,cooperate,pd
1105,12,0.9,249,239,1,cooperate,pd
1105,13,1,243,244,1,cooperate,pd
1105,14,0,84,0,0,defect,pd
1105,15,0,-225,8,0,defect,pd
1105,16,0.8,247,238,0.8,cooperate,pd
1105,17,0.5,88,1,0.5,cooperate,pd
1105,18,0.4,126,125,0.4,defect,pd
1105,19,0.9,230,232,0.9,cooperate,pd
1105,20,0.7,247,236,0.7,cooperate,pd
1105,21,0.6,216,202,0.6,cooperate,pd
1105,22,0.2,-56,1,0.2,defect,pd
1106,1,0.8,116,-2,1,cooperate,pd
1106,2,0.6,-1,2,1,cooperate,pd
1106,3,0.5,-1,1,1,cooperate,pd
1106,4,0.8,169,-5,1,cooperate,pd
1106,5,0.1,-137,-1,1,cooperate,pd
1106,6,0.9,219,-4,1,cooperate,pd
1106,7,0.3,-129,-5,1,cooperate,pd
1106,8,0.1,-185,1,1,cooperate,pd
1106,9,0.6,-15,-3,1,cooperate,pd
1106,10,0,-231,1,1,cooperate,pd
1106,11,1,233,-3,1,cooperate,pd
1106,12,0.7,198,0,1,cooperate,pd
1106,13,0.4,2,0,1,cooperate,pd
1106,14,0.7,198,-3,1,cooperate,pd
1106,15,0,-217,0,1,cooperate,pd
1106,16,0.5,1,3,1,cooperate,pd
1106,17,1,233,-2,1,cooperate,pd
1106,18,0.4,-10,-2,1,cooperate,pd
1106,19,0.3,-153,-1,1,cooperate,pd
1106,20,0.2,-152,0,1,cooperate,pd
1106,21,0.2,-180,0,1,cooperate,pd
1106,22,0.9,231,-1,1,cooperate,pd
1107,1,0.8,185,198,0.8,cooperate,pd
1107,2,0.9,235,135,0.9,cooperate,pd
1107,3,0.6,155,98,0.6,cooperate,pd
1107,4,1,242,136,1,cooperate,pd
1107,5,0,-52,-48,0,defect,pd
1107,6,0.9,194,44,0.9,cooperate,pd
1107,7,1,218,73,1,cooperate,pd
1107,8,0.6,57,17,0.6,cooperate,pd
1107,9,0,-24,7,0,defect,pd
1107,10,0.8,144,76,0.8,cooperate,pd
1107,11,0.5,29,27,0.5,cooperate,pd
1107,12,0.2,13,12,0.2,defect,pd
1107,13,0.4,100,21,0.4,defect,pd
1107,14,0.1,-37,14,0.1,defect,pd
1107,15,0.2,10,12,0.2,defect,pd
1107,16,0.3,83,24,0.3,defect,pd
1107,17,0.3,89,27,0.3,defect,pd
1107,18,0.1,7,10,0.1,defect,pd
1107,19,0.7,200,47,0.7,cooperate,pd
1107,20,0.5,146,24,0.5,cooperate,pd
1107,21,0.4,114,16,0.4,defect,pd
1107,22,0.7,175,22,0.7,cooperate,pd
1108,1,0,-34,-24,0,defect,pd
1108,2,0.1,0,-1,0.1,defect,pd
1108,3,0.8,86,36,0.8,cooperate,pd
1108,4,0.7,102,16,0.7,cooperate,pd
1108,5,0.4,23,-1,0.4,defect,pd
1108,6,0.4,46,33,0.4,defect,pd
1108,7,0.1,-17,3,0.2,defect,pd
1108,8,0.6,61,11,0.6,cooperate,pd
1108,9,0.2,34,1,0.2,defect,pd
1108,10,0.6,64,34,0.6,cooperate,pd
1108,11,0.5,74,62,0.5,cooperate,pd
1108,12,0.5,69,0,0.5,cooperate,pd
1108,13,0.8,164,27,0.8,cooperate,pd
1108,14,1,243,95,1,cooperate,pd
1108,15,0,-81,-1,0,defect,pd
1108,16,0.3,38,3,0.3,defect,pd
1108,17,1,231,103,1,cooperate,pd
1108,18,0.7,208,49,0.7,cooperate,pd
1108,19,0.3,22,-1,0.3,defect,pd
1108,20,0.9,235,67,1,cooperate,pd
1108,21,0.9,243,47,1,cooperate,pd
1108,22,0.2,27,3,0.2,defect,pd
1109,1,0,-137,70,1,cooperate,pd
1109,2,0.3,73,24,0.3,defect,pd
1109,3,0.6,116,116,0.8,cooperate,pd
1109,4,0.7,215,192,0.9,cooperate,pd
1109,5,0.3,76,124,0.3,defect,pd
1109,6,0,-35,2,0.5,cooperate,pd
1109,7,1,242,243,1,cooperate,pd
1109,8,0.4,79,11,0.6,cooperate,pd
1109,9,0.5,135,57,0.5,cooperate,pd
1109,10,0.2,13,9,0.2,defect,pd
1109,11,0.7,184,170,0.7,cooperate,pd
1109,12,0.2,65,51,0.4,defect,pd
1109,13,0.9,243,244,0.9,cooperate,pd
1109,14,0.8,206,193,0.6,cooperate,pd
1109,15,0.9,220,243,1,cooperate,pd
1109,16,0.4,84,56,0.4,defect,pd
1109,17,0.8,247,189,0.8,cooperate,pd
1109,18,0.1,-2,0,0.2,defect,pd
1109,19,0.5,112,-4,0.5,cooperate,pd
1109,20,0.1,2,1,0.2,defect,pd
1109,21,0.6,71,26,0.6,cooperate,pd
1109,22,1,246,247,1,cooperate,pd
1110,1,0.8,248,230,0.8,cooperate,pd
1110,2,0.1,-242,-239,0.5,cooperate,pd
1110,3,0.9,244,232,0.6,cooperate,pd
1110,4,0.5,59,55,0.5,cooperate,pd
1110,5,0,-237,-243,0,defect,pd
1110,6,0.3,-119,-134,0.5,cooperate,pd
1110,7,0.3,-49,-122,0.5,cooperate,pd
1110,8,0.1,-180,-195,0.5,cooperate,pd
1110,9,0.6,80,70,0.6,cooperate,pd
1110,10,0.8,173,178,0.5,cooperate,pd
1110,11,0.4,-27,-41,0.5,cooperate,pd
1110,12,1,231,229,0.7,cooperate,pd
1110,13,0.9,215,208,0.7,cooperate,pd
1110,14,0.5,26,45,0.5,cooperate,pd
1110,15,0.2,-157,-191,0.5,cooperate,pd
1110,16,0.4,3,0,0.5,cooperate,pd
1110,17,0.7,97,140,0.5,cooperate,pd
1110,18,1,226,236,0.7,cooperate,pd
1110,19,0.7,94,106,0.5,cooperate,pd
1110,20,0.2,-133,-174,0.5,cooperate,pd
1110,21,0,-219,-233,0.5,cooperate,pd
1110,22,0.6,81,79,0.5,cooperate,pd
1111,1,0.1,-149,122,1,cooperate,pd
1111,2,0.3,-167,154,0.3,defect,pd
1111,3,0.7,174,178,0.7,cooperate,pd
1111,4,0.8,145,195,0.8,cooperate,pd
1111,5,0.1,-217,226,0,defect,pd
1111,6,1,228,217,1,cooperate,pd
1111,7,1,237,230,1,cooperate,pd
1111,8,0.4,91,156,0.4,defect,pd
1111,9,0.2,-86,132,0.2,defect,pd
1111,10,0.4,-100,123,0.4,defect,pd
1111,11,0,-235,239,0,defect,pd
1111,12,0,-229,239,0,defect,pd
1111,13,0.5,72,156,0.5,cooperate,pd
1111,14,0.3,56,87,0.3,defect,pd
1111,15,0.8,240,208,0.8,cooperate,pd
1111,16,0.2,-180,214,0.2,defect,pd
1111,17,0.6,199,197,0.6,cooperate,pd
1111,18,0.9,226,227,0.9,cooperate,pd
1111,19,0.6,120,169,0.6,cooperate,pd
1111,20,0.7,154,143,0.7,cooperate,pd
1111,21,0.5,108,159,0.5,cooperate,pd
1111,22,0.9,236,231,0.9,cooperate,pd
1112,1,0.6,129,1,0,defect,pd
1112,2,0.5,187,77,0,defect,pd
1112,3,0.9,214,206,0,defect,pd
1112,4,0.1,-94,-1,0,defect,pd
1112,5,0.3,145,19,0,defect,pd
1112,6,0.1,2,1,0,defect,pd
1112,7,0.2,2,-2,0,defect,pd
1112,8,0.7,234,3,0,defect,pd
1112,9,0.6,121,33,0,defect,pd
1112,10,0.3,97,-1,0,defect,pd
1112,11,0.8,213,170,0,defect,pd
1112,12,1,246,245,0,defect,pd
1112,13,0.2,-36,0,0,defect,pd
1112,14,0.4,4,-1,0,defect,pd
1112,15,0.8,222,172,0,defect,pd
1112,16,1,242,243,0,defect,pd
1112,17,0,-234,-3,0,defect,pd
1112,18,0,-236,-2,0,defect,pd
1112,19,0.7,230,0,0,defect,pd
1112,20,0.9,235,3,0,defect,pd
1112,21,0.4,98,2,0,defect,pd
1112,22,0.5,88,1,0,defect,pd
1113,1,0.7,216,121,0.7,cooperate,pd
1113,2,0.5,99,77,0.5,cooperate,pd
1113,3,0.4,-107,-128,0,defect,pd
1113,4,0.2,-213,-219,0,defect,pd
1113,5,0.7,206,109,0.7,cooperate,pd
1113,6,0.6,186,97,0.6,cooperate,pd
1113,7,1,250,248,1,cooperate,pd
1113,8,0.8,181,168,0.8,cooperate,pd
1113,9,0.9,203,216,0.9,cooperate,pd
1113,10,0.3,-191,-186,0,defect,pd
1113,11,0,-250,-250,0,defect,pd
1113,12,0.6,94,111,0.6,cooperate,pd
1113,13,0.1,-226,-233,0,defect,pd
1113,14,0.9,183,179,0,defect,pd
1113,15,0.1,-126,-152,0,defect,pd
1113,16,0.4,-129,-105,0,defect,pd
1113,17,0.3,-186,-174,0,defect,pd
1113,18,1,250,250,1,cooperate,pd
1113,19,0,-250,-250,0,defect,pd
1113,20,0.5,-75,-92,0,defect,pd
1113,21,0.8,168,137,0,defect,pd
1113,22,0.2,-87,-158,0,defect,pd
1114,1,0.4,85,1,0,defect,pd
1114,2,0.7,137,-1,0,defect,pd
1114,3,0.5,91,-1,0,defect,pd
1114,4,0.9,213,1,0,defect,pd
1114,5,0.1,-39,35,0,defect,pd
1114,6,0.8,177,-1,0,defect,pd
1114,7,0.2,23,1,0,defect,pd
1114,8,1,237,1,0,defect,pd
1114,9,0.8,197,-1,0,defect,pd
1114,10,0.1,-35,45,0,defect,pd
1114,11,0.6,143,-3,0,defect,pd
1114,12,0.2,-1,1,0,defect,pd
1114,13,0,-91,83,0,defect,pd
1114,14,0.3,31,-1,0,defect,pd
1114,15,0.5,109,5,0,defect,pd
1114,16,0.9,213,-3,0,defect,pd
1114,17,0.3,37,1,0,defect,pd
1114,18,1,231,3,0,defect,pd
1114,19,0.6,125,1,0,defect,pd
1114,20,0.4,79,-1,0,defect,pd
1114,21,0,-103,83,0,defect,pd
1114,22,0.7,167,-1,0,defect,pd
1115,1,0,0,-1,0,defect,pd
1115,2,0.5,0,18,0,defect,pd
1115,3,1,2,147,0,defect,pd
1115,4,0.7,2,28,0,defect,pd
1115,5,0.1,1,1,0,defect,pd
1115,6,0.3,2,13,0,defect,pd
1115,7,0.9,1,113,0,defect,pd
1115,8,0.2,3,7,0,defect,pd
1115,9,0.7,1,82,0,defect,pd
1115,10,0.4,2,35,0,defect,pd
1115,11,0.8,3,86,0,defect,pd
1115,12,0.6,0,65,0,defect,pd
1115,13,1,0,166,0,defect,pd
1115,14,0.1,2,2,0,defect,pd
1115,15,0,2,-1,0,defect,pd
1115,16,0.9,0,116,0,defect,pd
1115,17,0.3,3,32,0,defect,pd
1115,18,0.5,2,57,0,defect,pd
1115,19,0.2,3,11,0,defect,pd
1115,20,0.8,3,86,0,defect,pd
1115,21,0.6,1,59,0,defect,pd
1115,22,0.4,2,29,0,defect,pd
1116,1,0.6,161,149,0.6,cooperate,pd
1116,2,0.5,132,126,0.5,cooperate,pd
1116,3,0,-250,-227,0.2,defect,pd
1116,4,0.7,229,154,0.7,cooperate,pd
1116,5,0.8,247,159,0.8,cooperate,pd
1116,6,0.1,-236,-41,0.1,defect,pd
1116,7,0.5,92,1,0.5,cooperate,pd
1116,8,0.1,-239,-91,0.2,defect,pd
1116,9,0.9,247,191,0.9,cooperate,pd
1116,10,0,-233,-234,0,defect,pd
1116,11,0.2,-193,-60,0.2,defect,pd
1116,12,0.3,-146,-55,0.3,defect,pd
1116,13,0.8,226,180,0.8,cooperate,pd
1116,14,1,239,247,1,cooperate,pd
1116,15,1,236,246,1,cooperate,pd
1116,16,0.9,204,195,0.9,cooperate,pd
1116,17,0.6,106,65,0.6,cooperate,pd
1116,18,0.4,-50,-2,0.4,defect,pd
1116,19,0.2,-176,-158,0.2,defect,pd
1116,20,0.7,141,99,0.7,cooperate,pd
1116,21,0.4,-54,-23,0.4,defect,pd
1116,22,0.3,-122,-39,0.3,defect,pd
1117,1,0.3,-51,-2,1,cooperate,pd
1117,2,0.9,217,-1,1,cooperate,pd
1117,3,0.5,220,5,1,cooperate,pd
1117,4,1,228,-2,1,cooperate,pd
1117,5,0.5,-4,201,1,cooperate,pd
1117,6,0.7,6,213,1,cooperate,pd
1117,7,0.8,219,1,1,cooperate,pd
1117,8,0,-234,2,1,cooperate,pd
1117,9,0.1,2,-222,1,cooperate,pd
1117,10,0.4,112,-1,1,cooperate,pd
1117,11,0,-236,-2,1,cooperate,pd
1117,12,1,229,0,1,cooperate,pd
1117,13,0.3,-137,2,1,cooperate,pd
1117,14,0.2,-7,-202,1,cooperate,pd
1117,15,0.6,169,1,1,cooperate,pd
1117,16,0.4,-3,-73,1,cooperate,pd
1117,17,0.6,166,-5,1,cooperate,pd
1117,18,0.1,-2,-212,1,cooperate,pd
1117,19,0.7,183,1,1,cooperate,pd
1117,20,0.9,212,-5,1,cooperate,pd
1117,21,0.8,223,-3,1,cooperate,pd
1117,22,0.2,-191,-1,1,cooperate,pd
1118,1,0.8,184,111,0.8,cooperate,pd
1118,2,0,-55,40,0,defect,pd
1118,3,0.6,96,55,0.8,cooperate,pd
1118,4,0.7,174,33,0.9,cooperate,pd
1118,5,0.3,-20,-36,0.3,defect,pd
1118,6,0.6,103,33,0.8,cooperate,pd
1118,7,0.5,174,42,0.5,cooperate,pd
1118,8,0,-123,94,0,defect,pd
1118,9,0.1,-108,31,0.1,defect,pd
1118,10,0.9,214,128,1,cooperate,pd
1118,11,0.9,101,52,0.9,cooperate,pd
1118,12,0.8,76,27,0.9,cooperate,pd
1118,13,0.5,20,25,0.5,cooperate,pd
1118,14,0.1,-182,42,0.1,defect,pd
1118,15,0.4,-14,32,0.4,defect,pd
1118,16,1,197,101,1,cooperate,pd
1118,17,0.2,-163,41,0.2,defect,pd
1118,18,0.7,151,57,0.8,cooperate,pd
1118,19,0.4,-10,24,0.4,defect,pd
1118,20,0.3,-182,50,0.3,defect,pd
1118,21,1,199,136,1,cooperate,pd
1118,22,0.2,-163,46,0.2,defect,pd
1119,1,0,-222,-234,0,defect,pd
1119,2,0.5,80,74,0,defect,pd
1119,3,0.3,-204,-200,0,defect,pd
1119,4,0.4,76,56,0.4,defect,pd
1119,5,0.8,96,204,0.8,cooperate,pd
1119,6,0.6,79,109,0.6,cooperate,pd
1119,7,0.6,50,-40,0.6,cooperate,pd
1119,8,0.8,109,172,0.8,cooperate,pd
1119,9,0.4,44,19,0.4,defect,pd
1119,10,1,250,250,1,cooperate,pd
1119,11,0.9,220,227,0.9,cooperate,pd
1119,12,0.3,0,67,0,defect,pd
1119,13,0.5,110,139,0.5,cooperate,pd
1119,14,0.7,134,157,0.6,cooperate,pd
1119,15,0,-247,-244,0,defect,pd
1119,16,0.1,-216,-228,0,defect,pd
1119,17,0.2,15,38,0.4,defect,pd
1119,18,0.2,-78,-64,0.2,defect,pd
1119,19,0.1,-174,-163,0.1,defect,pd
1119,20,0.9,138,208,0.9,cooperate,pd
1119,21,0.7,69,91,0.6,cooperate,pd
1119,22,1,192,205,1,cooperate,pd
1120,1,0.2,36,-2,0,defect,pd
1120,2,0.4,106,1,0,defect,pd
1120,3,0.6,134,37,0,defect,pd
1120,4,0,-146,93,0,defect,pd
1120,5,0.4,65,-36,0,defect,pd
1120,6,1,145,139,0,defect,pd
1120,7,0.8,103,31,0,defect,pd
1120,8,0.5,78,-24,0,defect,pd
1120,9,0.5,7,-31,0,defect,pd
1120,10,0.7,112,45,0,defect,pd
1120,11,0.2,17,-13,0,defect,pd
1120,12,0.8,89,59,0,defect,pd
1120,13,1,153,119,0,defect,pd
1120,14,0.9,115,35,0,defect,pd
1120,15,0.3,-2,3,0,defect,pd
1120,16,0.6,87,-20,0,defect,pd
1120,17,0,-173,32,0,defect,pd
1120,18,0.9,115,-14,0,defect,pd
1120,19,0.1,-39,2,0,defect,pd
1120,20,0.3,-65,27,0,defect,pd
1120,21,0.7,129,54,0,defect,pd
1120,22,0.1,-120,1,0,defect,pd
1121,1,0.8,217,84,1,cooperate,pd
1121,2,0.8,229,32,1,cooperate,pd
1121,3,0.4,-155,-24,0.4,defect,pd
1121,4,0.3,-196,-50,0.3,defect,pd
1121,5,0.3,0,1,0.3,defect,pd
1121,6,1,240,122,1,cooperate,pd
1121,7,0.7,229,38,0.7,cooperate,pd
1121,8,0.7,231,65,0.7,cooperate,pd
1121,9,0.5,227,-25,0.5,cooperate,pd
1121,10,0.9,239,121,0.9,cooperate,pd
1121,11,0.2,-2,0,0.2,defect,pd
1121,12,1,240,132,1,cooperate,pd
1121,13,0,-239,203,0,defect,pd
1121,14,0.9,242,119,0.9,cooperate,pd
1121,15,0.1,-222,-16,0.1,defect,pd
1121,16,0.2,1,-2,0.2,defect,pd
1121,17,0.6,195,26,0.6,cooperate,pd
1121,18,0.5,26,-12,0.5,cooperate,pd
1121,19,0.4,20,-17,0.4,defect,pd
1121,20,0,-246,-1,0,defect,pd
1121,21,0.1,-232,33,0.1,defect,pd
1121,22,0.6,180,42,0.6,cooperate,pd
1122,1,0.5,5,5,0.5,cooperate,pd
1122,2,0,3,-136,0,defect,pd
1122,3,0.2,-1,3,0.3,defect,pd
1122,4,0.3,4,-163,0.2,defect,pd
1122,5,0.8,0,-208,0.1,defect,pd
1122,6,0.9,1,27,0.5,cooperate,pd
1122,7,0.7,2,56,0.5,cooperate,pd
1122,8,1,152,-1,0.7,cooperate,pd
1122,9,0.8,171,4,0.8,cooperate,pd
1122,10,0.2,3,4,0.7,cooperate,pd
1122,11,0,-1,-1,0.5,cooperate,pd
1122,12,0.1,-1,-126,0.5,cooperate,pd
1122,13,0.5,0,-161,0.1,defect,pd
1122,14,0.3,1,122,0.7,cooperate,pd
1122,15,0.7,84,0,0.7,cooperate,pd
1122,16,0.6,1,-129,0.5,cooperate,pd
1122,17,1,3,-32,0.5,cooperate,pd
1122,18,0.1,-16,3,0.5,cooperate,pd
1122,19,0.4,147,4,0.6,cooperate,pd
1122,20,0.6,4,84,0.6,cooperate,pd
1122,21,0.9,-198,1,0.1,defect,pd
1122,22,0.4,107,3,0.4,defect,pd
1123,1,0,-247,56,0,defect,pd
1123,2,0.6,-9,12,0.6,cooperate,pd
1123,3,1,248,99,1,cooperate,pd
1123,4,0.3,-230,45,0.3,defect,pd
1123,5,0.9,240,42,0.9,cooperate,pd
1123,6,0.2,-235,41,0,defect,pd
1123,7,0.1,-249,46,0,defect,pd
1123,8,0.4,-217,42,0,defect,pd
1123,9,0.3,-212,37,0,defect,pd
1123,10,0.6,-10,22,0.3,defect,pd
1123,11,0.8,173,34,0.8,cooperate,pd
1123,12,1,248,42,1,cooperate,pd
1123,13,0.8,157,44,0.8,cooperate,pd
1123,14,0.7,76,50,0.7,cooperate,pd
1123,15,0.2,-232,42,0,defect,pd
1123,16,0.1,-236,40,0,defect,pd
1123,17,0.7,109,28,0.7,cooperate,pd
1123,18,0.5,-17,23,0.2,defect,pd
1123,19,0.9,232,32,0.9,cooperate,pd
1123,20,0.5,-14,31,0.2,defect,pd
1123,21,0,-250,16,0,defect,pd
1123,22,0.4,-66,22,0.1,defect,pd
1125,1,0.9,226,98,0.9,cooperate,pd
1125,2,0.5,62,-20,0.5,cooperate,pd
1125,3,1,226,153,1,cooperate,pd
1125,4,0,-10,-1,0,defect,pd
1125,5,0.3,-71,13,0.3,defect,pd
1125,6,1,214,161,1,cooperate,pd
1125,7,0.2,-1,4,0.2,defect,pd
1125,8,0.9,235,90,0.7,cooperate,pd
1125,9,0.6,0,2,0.6,cooperate,pd
1125,10,0.3,-26,-1,0.3,defect,pd
1125,11,0.1,-102,22,0.3,defect,pd
1125,12,0.5,41,2,0.5,cooperate,pd
1125,13,0.7,193,47,0.7,cooperate,pd
1125,14,0.4,64,13,0.4,defect,pd
1125,15,0.4,86,32,0.4,defect,pd
1125,16,0.8,214,148,0.8,cooperate,pd
1125,17,0.6,96,14,0.6,cooperate,pd
1125,18,0.2,-22,8,0.2,defect,pd
1125,19,0.8,194,45,0.8,cooperate,pd
1125,20,0,-158,57,0,defect,pd
1125,21,0.1,-107,16,0.1,defect,pd
1125,22,0.7,198,76,0.7,cooperate,pd
1127,1,0.9,71,127,0.9,cooperate,pd
1127,2,0.2,-113,68,0.2,defect,pd
1127,3,0.8,75,116,0.8,cooperate,pd
1127,4,0.1,-189,131,0.1,defect,pd
1127,5,0.6,41,58,0.6,cooperate,pd
1127,6,1,175,132,1,cooperate,pd
1127,7,0.4,1,66,0.4,defect,pd
1127,8,0,-195,201,0,defect,pd
1127,9,0.5,-1,29,0.5,cooperate,pd
1127,10,0.1,-196,98,0.1,defect,pd
1127,11,0.9,153,177,0.9,cooperate,pd
1127,12,0.3,-96,64,0.3,defect,pd
1127,13,0.4,-3,36,0.4,defect,pd
1127,14,0,-223,39,0,defect,pd
1127,15,0.5,-1,11,0.5,cooperate,pd
1127,16,0.7,124,112,0.7,cooperate,pd
1127,17,0.7,127,83,0.7,cooperate,pd
1127,18,0.2,-117,36,0.2,defect,pd
1127,19,0.3,-104,33,0.3,defect,pd
1127,20,0.6,170,59,0.7,cooperate,pd
1127,21,1,227,122,1,cooperate,pd
1127,22,0.8,200,107,0.8,cooperate,pd
1129,1,0.1,-14,-94,0.1,defect,pd
1129,2,0.5,77,70,0.5,cooperate,pd
1129,3,0,-104,-29,0,defect,pd
