sub,trial,partner_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
938,10,0.8,178,-79,0.8,cooperate,pd
938,11,0.7,196,-49,0.7,cooperate,pd
938,12,0.6,165,50,0.7,cooperate,pd
938,13,0,-248,-249,0,defect,pd
938,14,0.3,36,-30,0.3,defect,pd
938,15,0.8,223,120,0.8,cooperate,pd
938,16,0.6,127,56,0.6,cooperate,pd
938,17,1,240,206,1,cooperate,pd
938,18,0.2,-45,-133,0.1,defect,pd
938,19,1,214,183,1,cooperate,pd
938,20,0.4,56,82,0.4,defect,pd
938,21,0.5,132,119,0.5,cooperate,pd
938,22,0.1,-22,24,0,defect,pd
939,1,0.2,-73,-35,0.1,defect,pd
939,2,0.4,13,13,0.4,defect,pd
939,3,0.4,26,-19,0.4,defect,pd
939,4,0.7,41,-17,0.7,cooperate,pd
939,5,0.5,29,-9,0.5,cooperate,pd
939,6,0,-22,-9,0,defect,pd
939,7,1,219,-15,1,cooperate,pd
939,8,0.7,56,15,0.7,cooperate,pd
939,9,0.9,152,-10,0.9,cooperate,pd
939,10,0.2,1,-1,0.1,defect,pd
939,11,0.5,65,-18,0.5,cooperate,pd
939,12,0.8,101,-14,0.8,cooperate,pd
939,13,0.1,-11,-11,0.1,defect,pd
939,14,1,89,14,1,cooperate,pd
939,15,0.8,108,-8,0.8,cooperate,pd
939,16,0.3,-1,-3,0.3,defect,pd
939,17,0,-9,-9,0,defect,pd
939,18,0.9,103,10,0.9,cooperate,pd
939,19,0.6,68,-12,0.6,cooperate,pd
939,20,0.6,72,-12,0.6,cooperate,pd
939,21,0.3,-1,0,0.3,defect,pd
939,22,0.1,-11,-7,0.1,defect,pd
940,1,0.4,17,17,0.4,defect,pd
940,2,0.4,21,1,0,defect,pd
940,3,1,165,217,1,cooperate,pd
940,4,0.3,-136,-35,0.3,defect,pd
940,5,0,-6,0,0,defect,pd
940,6,0.8,136,99,0.8,cooperate,pd
940,7,0.1,18,15,0.1,defect,pd
940,8,0.5,135,58,0.5,cooperate,pd
940,9,0.7,175,84,0.7,cooperate,pd
940,10,0.2,36,-13,0,defect,pd
940,11,0.6,74,53,0.6,cooperate,pd
940,12,0.5,100,113,0.5,cooperate,pd
940,13,0.9,124,193,0.9,cooperate,pd
940,14,0.7,100,85,0.7,cooperate,pd
940,15,0.1,-107,38,0,defect,pd
940,16,0.9,192,214,0.9,cooperate,pd
940,17,0.6,161,76,0.6,cooperate,pd
940,18,0.2,-93,-53,0,defect,pd
940,19,0,-209,145,0,defect,pd
940,20,1,216,234,0,defect,pd
940,21,0.3,-160,89,0,defect,pd
940,22,0.8,160,145,0,defect,pd
941,1,0.5,-115,-27,1,cooperate,pd
941,2,1,220,34,1,cooperate,pd
941,3,0.3,-190,19,0.5,cooperate,pd
941,4,0,-228,-17,0,defect,pd
941,5,0.7,-71,2,0.7,cooperate,pd
941,6,0.4,-180,12,0.4,defect,pd
941,7,0.9,150,8,0.9,cooperate,pd
941,8,0.2,-169,-4,0.2,defect,pd
941,9,0.8,115,4,0.8,cooperate,pd
941,10,0,-211,3,0,defect,pd
941,11,0.2,-200,-6,0.2,defect,pd
941,12,0.1,-245,-32,0,defect,pd
941,13,0.5,37,6,0.5,cooperate,pd
941,14,0.7,41,-3,0.7,cooperate,pd
941,15,0.6,33,2,0.6,cooperate,pd
941,16,0.9,93,0,0.9,cooperate,pd
941,17,0.1,-164,-7,0.1,defect,pd
941,18,0.6,38,-3,0.6,cooperate,pd
941,19,0.4,-85,0,0.4,defect,pd
941,20,1,182,2,1,cooperate,pd
941,21,0.3,-74,-5,0.3,defect,pd
941,22,0.8,46,-6,0.8,cooperate,pd
942,1,0.5,108,77,0,defect,pd
942,2,0,-58,-63,0,defect,pd
942,3,0.2,20,28,0,defect,pd
942,4,0.8,126,117,0,defect,pd
942,5,0.8,220,227,0,defect,pd
942,6,1,248,250,0,defect,pd
942,7,0.5,81,93,0,defect,pd
942,8,0.4,82,76,0,defect,pd
942,9,0.1,1,0,0,defect,pd
942,10,0,-87,-138,0,defect,pd
942,11,0.1,-102,-60,0,defect,pd
942,12,0.7,156,188,0,defect,pd
942,13,0.7,138,161,0,defect,pd
942,14,0.6,126,8,0,defect,pd
942,15,0.6,110,0,0,defect,pd
942,16,0.9,221,-73,0,defect,pd
942,17,0.2,-10,-208,0,defect,pd
942,18,0.9,-2,-238,0,defect,pd
942,19,0.3,0,-236,0,defect,pd
942,20,0.4,2,-235,0,defect,pd
942,21,0.3,3,-232,0,defect,pd
942,22,1,4,-240,0,defect,pd
944,1,0.9,90,106,0.9,cooperate,pd
944,2,0.4,-1,15,0.4,defect,pd
944,3,0.6,55,8,0.6,cooperate,pd
944,4,0.2,-16,-58,0,defect,pd
944,5,0.8,81,63,0.8,cooperate,pd
944,6,0.8,155,172,0.8,cooperate,pd
944,7,1,184,195,1,cooperate,pd
944,8,0.3,-57,-62,0.3,defect,pd
944,9,0.4,12,-27,0.4,defect,pd
944,10,0.5,-14,-14,0.5,cooperate,pd
944,11,0,-212,-16,0,defect,pd
944,12,0.6,36,2,0.5,cooperate,pd
944,13,0.5,-3,18,0.5,cooperate,pd
944,14,0.2,-135,35,0.2,defect,pd
944,15,0.1,-62,-37,0.1,defect,pd
944,16,0.1,-151,38,0.1,defect,pd
944,17,0.9,173,178,0.9,cooperate,pd
944,18,0.7,119,139,0.7,cooperate,pd
944,19,1,217,156,1,cooperate,pd
944,20,0,-226,120,0,defect,pd
944,21,0.7,163,100,0.7,cooperate,pd
944,22,0.3,-135,73,0.3,defect,pd
945,1,0.1,-72,-46,0.1,defect,pd
945,2,0.2,-44,-93,0.2,defect,pd
945,3,0.1,-130,-38,0.1,defect,pd
945,4,0,-220,-18,0,defect,pd
945,5,0,-223,-20,0,defect,pd
945,6,0.8,210,92,0.3,defect,pd
945,7,0.2,-146,-65,0.2,defect,pd
945,8,0.6,182,54,0.3,defect,pd
945,9,0.3,0,-88,0.3,defect,pd
945,10,0.5,104,35,0.3,defect,pd
945,11,1,246,174,0.5,cooperate,pd
945,12,0.3,-18,-106,0.3,defect,pd
945,13,0.9,244,183,0.5,cooperate,pd
945,14,0.4,22,37,0.2,defect,pd
945,15,0.8,212,68,0.3,defect,pd
945,16,0.9,200,102,0.3,defect,pd
945,17,0.6,140,52,0.2,defect,pd
945,18,0.4,19,-21,0.2,defect,pd
945,19,0.7,172,61,0.3,defect,pd
945,20,1,243,176,0.3,defect,pd
945,21,0.5,104,27,0.3,defect,pd
945,22,0.7,194,91,0.3,defect,pd
946,1,0.3,44,33,0.3,defect,pd
946,2,0.5,144,41,0.5,cooperate,pd
946,3,0.8,214,192,0.8,cooperate,pd
946,4,0.9,225,222,0.9,cooperate,pd
946,5,0.4,69,22,0.4,defect,pd
946,6,0.8,217,214,0.8,cooperate,pd
946,7,0.9,236,232,0.9,cooperate,pd
946,8,0.1,-244,119,0,defect,pd
946,9,0.4,59,17,0.4,defect,pd
946,10,0.7,179,158,0.7,cooperate,pd
946,11,1,250,250,1,cooperate,pd
946,12,0.6,174,103,0.6,cooperate,pd
946,13,0,-250,250,0,defect,pd
946,14,0.2,-250,125,0.1,defect,pd
946,15,0.5,120,34,0.5,cooperate,pd
946,16,0.6,178,100,0.6,cooperate,pd
946,17,0.3,-91,24,0.3,defect,pd
946,18,0.7,190,143,0.7,cooperate,pd
946,19,0.1,-250,98,0,defect,pd
946,20,0,-250,250,0,defect,pd
946,21,1,250,250,1,cooperate,pd
946,22,0.2,-134,26,0.4,defect,pd
947,1,0.7,92,-2,0.9,cooperate,pd
947,2,0.6,169,0,0.8,cooperate,pd
947,3,1,150,1,0.9,cooperate,pd
947,4,0.6,153,1,0.8,cooperate,pd
947,5,0,-151,-5,0.6,cooperate,pd
947,6,0.1,25,0,0.7,cooperate,pd
947,7,0.8,145,1,0.9,cooperate,pd
947,8,0.7,210,-4,0.8,cooperate,pd
947,9,0.4,52,1,0.7,cooperate,pd
947,10,0.5,119,-3,0.7,cooperate,pd
947,11,0.9,219,-4,0.8,cooperate,pd
947,12,0.2,30,0,0.8,cooperate,pd
947,13,0.3,68,-7,0.6,cooperate,pd
947,14,0.8,197,-2,0.8,cooperate,pd
947,15,0.3,58,5,0.8,cooperate,pd
947,16,0.1,56,3,0.7,cooperate,pd
947,17,0.4,66,2,0.8,cooperate,pd
947,18,0.9,225,4,0.8,cooperate,pd
947,19,0,-45,-1,0.3,defect,pd
947,20,1,213,-5,0.5,cooperate,pd
947,21,0.2,97,-4,0.7,cooperate,pd
947,22,0.5,71,-3,0.5,cooperate,pd
948,1,0.3,-56,-34,0.5,cooperate,pd
948,2,1,229,236,0.5,cooperate,pd
948,3,0,-247,-242,0.2,defect,pd
948,4,0.8,239,242,0,defect,pd
948,5,0.5,138,133,0,defect,pd
948,6,0.1,-200,64,0.1,defect,pd
948,7,1,240,245,0.5,cooperate,pd
948,8,0.1,-198,-14,0,defect,pd
948,9,0.2,-91,-44,0.2,defect,pd
948,10,0.9,221,235,0.1,defect,pd
948,11,0,-246,-244,0,defect,pd
948,12,0.9,232,231,0.1,defect,pd
948,13,0.6,184,160,0.3,defect,pd
948,14,0.7,88,202,0.3,defect,pd
948,15,0.2,-190,-18,0.2,defect,pd
948,16,0.4,55,70,0,defect,pd
948,17,0.6,104,158,0.4,defect,pd
948,18,0.8,144,197,0.2,defect,pd
948,19,0.7,234,186,0.3,defect,pd
948,20,0.3,-82,-46,0.2,defect,pd
948,21,0.4,68,67,0.1,defect,pd
948,22,0.5,122,144,0.5,cooperate,pd
949,1,0.1,-194,93,0.1,defect,pd
949,2,1,239,240,0.2,defect,pd
949,3,0.6,101,153,0.2,defect,pd
949,4,1,242,249,0.2,defect,pd
949,5,0.5,204,165,0.1,defect,pd
949,6,0.3,-122,58,0,defect,pd
949,7,0.2,-125,120,0,defect,pd
949,8,0.3,90,-26,0,defect,pd
949,9,0.2,-158,150,0,defect,pd
949,10,0.4,90,52,0.1,defect,pd
949,11,0,-248,245,0.5,cooperate,pd
949,12,0.8,212,196,0.5,cooperate,pd
949,13,0.4,38,46,0.1,defect,pd
949,14,0.7,198,192,0.4,defect,pd
949,15,0.8,128,195,0.8,cooperate,pd
949,16,0.1,-140,122,0.1,defect,pd
949,17,0.9,234,233,0.9,cooperate,pd
949,18,0.5,166,48,0.5,cooperate,pd
949,19,0.7,138,123,0.7,cooperate,pd
949,20,0.9,220,238,0.9,cooperate,pd
949,21,0.6,159,147,0.6,cooperate,pd
949,22,0,-248,244,0,defect,pd
950,1,0.7,96,81,1,cooperate,pd
950,2,0.3,-72,24,0.3,defect,pd
950,3,0.1,-126,51,0,defect,pd
950,4,0.1,-186,73,0,defect,pd
950,5,0.8,217,189,1,cooperate,pd
950,6,1,146,175,1,cooperate,pd
950,7,0.6,79,64,0.6,cooperate,pd
950,8,0.9,158,112,1,cooperate,pd
950,9,1,162,172,1,cooperate,pd
950,10,0.3,-11,6,0.3,defect,pd
950,11,0.4,79,60,0.4,defect,pd
950,12,0.4,10,14,0.4,defect,pd
950,13,0.6,103,81,0.6,cooperate,pd
950,14,0.8,136,125,0.8,cooperate,pd
950,15,0,-233,230,0,defect,pd
950,16,0.9,193,93,1,cooperate,pd
950,17,0.7,130,39,0.7,cooperate,pd
950,18,0,-189,97,0,defect,pd
950,19,0.5,70,28,0.5,cooperate,pd
950,20,0.5,42,57,0.5,cooperate,pd
950,21,0.2,-166,49,0.2,defect,pd
950,22,0.2,-154,88,0.2,defect,pd
951,1,0.2,-31,-48,0.2,defect,pd
951,2,0.9,199,115,0.9,cooperate,pd
951,3,0.2,-1,2,0.2,defect,pd
951,4,0.7,172,155,0.7,cooperate,pd
951,5,0.7,194,165,0.7,cooperate,pd
951,6,0.4,16,5,0.4,defect,pd
951,7,0,-228,2,0,defect,pd
951,8,0.3,95,-1,0.3,defect,pd
951,9,0.5,174,43,0.5,cooperate,pd
951,10,0.8,210,162,0.8,cooperate,pd
951,11,0.6,162,54,0.6,cooperate,pd
951,12,0.1,24,4,0.1,defect,pd
951,13,1,223,219,1,cooperate,pd
951,14,0.5,104,68,0.5,cooperate,pd
951,15,0.9,208,135,0.9,cooperate,pd
951,16,0.6,194,179,0.6,cooperate,pd
951,17,1,226,201,1,cooperate,pd
951,18,0.4,115,6,0.4,defect,pd
951,19,0.3,65,-1,0.3,defect,pd
951,20,0.8,141,143,0.8,cooperate,pd
951,21,0.1,43,-1,0.1,defect,pd
951,22,0,-195,-1,0,defect,pd
953,1,0.9,145,179,0.9,cooperate,pd
953,2,0.1,-137,-206,0.1,defect,pd
953,3,0.4,-40,16,0.1,defect,pd
953,4,0.5,-110,22,0.3,defect,pd
953,5,0.6,39,62,0.1,defect,pd
953,6,0.2,-103,-132,0.1,defect,pd
953,7,0.4,55,72,0.2,defect,pd
953,8,0.6,90,118,0.5,cooperate,pd
953,9,0,-126,-208,0,defect,pd
953,10,0.7,69,27,0.7,cooperate,pd
953,11,0.8,131,188,0.2,defect,pd
953,12,0,-177,-215,0,defect,pd
953,13,0.3,-47,-34,0.1,defect,pd
953,14,1,218,211,0.8,cooperate,pd
953,15,1,232,221,0.8,cooperate,pd
953,16,0.5,20,26,0.4,defect,pd
953,17,0.2,5,21,0.2,defect,pd
953,18,0.8,165,217,0.4,defect,pd
953,19,0.7,132,179,0.5,cooperate,pd
953,20,0.3,26,12,0.2,defect,pd
953,21,0.9,150,190,0.7,cooperate,pd
953,22,0.1,-55,-161,0.1,defect,pd
956,1,0.9,195,-2,0.2,defect,pd
956,2,0.1,-1,-204,0,defect,pd
956,3,0.4,1,-195,0.1,defect,pd
956,4,1,221,2,0.4,defect,pd
956,5,0.5,1,170,0.5,cooperate,pd
956,6,0.3,-3,-216,0.1,defect,pd
956,7,0.2,1,-214,0,defect,pd
956,8,0.9,216,-2,0.6,cooperate,pd
956,9,0.6,224,-1,0.3,defect,pd
956,10,0.8,222,-1,0.2,defect,pd
956,11,0.8,217,4,0.4,defect,pd
956,12,0.7,0,-214,0.1,defect,pd
956,13,0.7,219,2,0.5,cooperate,pd
956,14,0,3,-225,0,defect,pd
956,15,0,-1,-220,0,defect,pd
956,16,0.4,-1,2,0.2,defect,pd
956,17,0.3,1,-215,0,defect,pd
956,18,0.6,221,4,0.1,defect,pd
956,19,0.2,-1,-221,0,defect,pd
956,20,1,-4,229,0.7,cooperate,pd
956,21,0.1,-1,-218,0.1,defect,pd
956,22,0.5,-1,-215,0.2,defect,pd
957,1,0.2,54,10,0.2,defect,pd
957,2,0.4,-49,22,0,defect,pd
957,3,0.6,149,90,0.6,cooperate,pd
957,4,0.8,186,184,0,defect,pd
957,5,0.2,8,6,0,defect,pd
957,6,1,164,236,1,cooperate,pd
957,7,0,-200,-10,0,defect,pd
957,8,0.3,10,18,0.3,defect,pd
957,9,0.5,132,107,0.3,defect,pd
957,10,0.7,205,182,1,cooperate,pd
957,11,0.3,-18,-7,0,defect,pd
957,12,0.1,-213,-35,0,defect,pd
957,13,0.4,132,40,0.4,defect,pd
957,14,0.1,-47,9,0,defect,pd
957,15,0.9,233,133,1,cooperate,pd
957,16,0.7,179,63,1,cooperate,pd
957,17,0.9,244,119,1,cooperate,pd
957,18,1,246,242,1,cooperate,pd
957,19,0.6,110,89,0.8,cooperate,pd
957,20,0,-219,-167,0,defect,pd
957,21,0.5,136,56,0.5,cooperate,pd
957,22,0.8,154,103,1,cooperate,pd
958,1,0.1,-205,167,0,defect,pd
958,2,0.6,-139,-36,0,defect,pd
958,3,0.4,-53,12,0.4,defect,pd
958,4,0.7,211,177,0.7,cooperate,pd
958,5,0.9,214,203,0.9,cooperate,pd
958,6,0.5,18,107,0.5,cooperate,pd
958,7,0.8,152,83,0.8,cooperate,pd
958,8,0.4,0,-2,0,defect,pd
958,9,1,222,227,1,cooperate,pd
958,10,0,-208,25,0,defect,pd
958,11,0.3,-183,44,0,defect,pd
958,12,0.5,30,21,0.5,cooperate,pd
958,13,0.6,15,8,0.6,cooperate,pd
958,14,0.7,160,71,0.7,cooperate,pd
958,15,0.3,-164,30,0,defect,pd
958,16,0,-242,136,0,defect,pd
958,17,0.8,191,56,0.8,cooperate,pd
958,18,0.9,186,135,0.9,cooperate,pd
958,19,1,228,222,1,cooperate,pd
958,20,0.2,-189,26,0,defect,pd
958,21,0.2,-173,35,0,defect,pd
958,22,0.1,-222,32,0,defect,pd
959,1,0,-13,-11,0,defect,pd
959,2,0.6,5,-13,0,defect,pd
959,3,0.8,81,41,0,defect,pd
959,4,0.3,-77,-33,0,defect,pd
959,5,0.4,-109,-9,0,defect,pd
959,6,0.7,-55,-25,0,defect,pd
959,7,0.4,-132,-72,0,defect,pd
959,8,1,-130,-59,0,defect,pd
959,9,0.5,79,42,0,defect,pd
959,10,0.9,121,137,0,defect,pd
959,11,0.8,69,168,0,defect,pd
959,12,0.6,-6,36,0.4,defect,pd
959,13,0.2,-67,-64,0,defect,pd
959,14,0.1,-37,-105,0,defect,pd
959,15,0,16,-133,0,defect,pd
959,16,0.3,-10,206,0,defect,pd
959,17,0.7,-52,-102,0,defect,pd
959,18,0.9,-9,-179,0,defect,pd
959,19,1,49,109,0,defect,pd
959,20,0.2,22,206,0,defect,pd
959,21,0.5,-57,165,0,defect,pd
959,22,0.1,-34,223,0,defect,pd
960,1,1,93,69,0.5,cooperate,pd
960,2,0.8,114,42,0.5,cooperate,pd
960,3,0,10,6,0.5,cooperate,pd
960,4,0.4,117,36,0.5,cooperate,pd
960,5,0.5,107,68,0.6,cooperate,pd
960,6,0.8,107,38,0.5,cooperate,pd
960,7,0.9,89,97,0.5,cooperate,pd
960,8,0.7,66,81,0.5,cooperate,pd
960,9,0.2,67,69,0.5,cooperate,pd
960,10,0.4,58,80,0.5,cooperate,pd
960,11,0.1,114,65,0.6,cooperate,pd
960,12,0.1,45,44,0.5,cooperate,pd
960,13,0.3,73,78,0.5,cooperate,pd
960,14,1,65,37,0.6,cooperate,pd
960,15,0.9,90,89,0.5,cooperate,pd
960,16,0.2,83,44,0.5,cooperate,pd
960,17,0.5,51,52,0.5,cooperate,pd
960,18,0.7,85,26,0.5,cooperate,pd
960,19,0.3,101,52,0.5,cooperate,pd
960,20,0.6,99,172,0.5,cooperate,pd
960,21,0.6,86,46,0.5,cooperate,pd
960,22,0,53,78,0.5,cooperate,pd
961,1,0.9,235,5,0.9,cooperate,pd
961,2,0.2,-46,-242,0.7,cooperate,pd
961,3,0.1,-223,-240,0,defect,pd
961,4,1,-241,-239,1,cooperate,pd
961,5,0.6,-5,-152,0.5,cooperate,pd
961,6,0.2,-242,-246,0.2,defect,pd
961,7,0.4,-7,-165,0.8,cooperate,pd
961,8,0.4,-199,-228,1,cooperate,pd
961,9,0,-245,-246,0.9,cooperate,pd
961,10,0.5,-2,-241,1,cooperate,pd
961,11,0.3,-1,-245,1,cooperate,pd
961,12,1,-203,-231,1,cooperate,pd
961,13,0.1,-236,-247,1,cooperate,pd
961,14,0,-246,-248,1,cooperate,pd
961,15,0.6,-240,-248,1,cooperate,pd
961,16,0.7,-190,-233,1,cooperate,pd
961,17,0.5,-244,-247,1,cooperate,pd
961,18,0.8,-201,-230,0,defect,pd
961,19,0.7,-121,-229,1,cooperate,pd
961,20,0.8,-211,-143,0.8,cooperate,pd
961,21,0.3,247,-247,1,cooperate,pd
961,22,0.9,213,-250,0.9,cooperate,pd
962,1,0.6,129,59,0.6,cooperate,pd
962,2,0.4,107,37,0.4,defect,pd
962,3,0.8,186,172,0.8,cooperate,pd
962,4,0.1,-168,-130,0.1,defect,pd
962,5,0,-218,-130,0,defect,pd
962,6,0.3,95,30,0.3,defect,pd
962,7,1,217,191,1,cooperate,pd
962,8,0.6,142,47,0.6,cooperate,pd
962,9,0.5,132,100,0.5,cooperate,pd
962,10,1,220,203,1,cooperate,pd
962,11,0.9,212,193,0.9,cooperate,pd
962,12,0.1,-205,-151,0.1,defect,pd
962,13,0,-221,-218,0,defect,pd
962,14,0.3,80,-72,0.3,defect,pd
962,15,0.2,-191,-147,0.2,defect,pd
962,16,0.8,220,184,0.8,cooperate,pd
962,17,0.9,231,184,0.9,cooperate,pd
962,18,0.2,-156,-88,0.2,defect,pd
962,19,0.7,195,145,0.7,cooperate,pd
962,20,0.4,134,-60,0.4,defect,pd
962,21,0.5,169,143,0.5,cooperate,pd
962,22,0.7,170,159,0.7,cooperate,pd
963,1,0.5,2,0,1,cooperate,pd
963,2,0,-197,19,1,cooperate,pd
963,3,0.6,56,14,1,cooperate,pd
963,4,0.3,-50,11,1,cooperate,pd
963,5,0.5,1,-1,1,cooperate,pd
963,6,0.2,-28,-1,1,cooperate,pd
963,7,0.9,194,62,1,cooperate,pd
963,8,0.8,181,52,1,cooperate,pd
963,9,0.4,2,1,1,cooperate,pd
963,10,0.7,77,25,1,cooperate,pd
963,11,0.3,-45,8,1,cooperate,pd
963,12,0.1,-190,38,1,cooperate,pd
963,13,1,213,126,1,cooperate,pd
963,14,1,207,140,1,cooperate,pd
963,15,0.7,157,57,1,cooperate,pd
963,16,0.2,-143,21,1,cooperate,pd
963,17,0.1,-192,30,1,cooperate,pd
963,18,0,-235,67,1,cooperate,pd
963,19,0.6,35,2,1,cooperate,pd
963,20,0.9,184,46,1,cooperate,pd
963,21,0.8,151,70,1,cooperate,pd
963,22,0.4,-10,3,1,cooperate,pd
964,1,0.2,-71,-30,0.3,defect,pd
964,2,0.2,78,-45,0.2,defect,pd
964,3,0.8,164,123,0.2,defect,pd
964,4,0.6,168,168,0,defect,pd
964,5,0.5,162,188,0.4,defect,pd
964,6,0.1,-184,-218,0,defect,pd
964,7,0.3,76,57,0.2,defect,pd
964,8,0.7,237,239,0.5,cooperate,pd
964,9,0.7,212,228,0.2,defect,pd
964,10,0.4,160,125,0.4,defect,pd
964,11,0,-24,-242,0,defect,pd
964,12,0.9,243,241,0.5,cooperate,pd
964,13,1,244,243,1,cooperate,pd
964,14,0.8,214,221,0.6,cooperate,pd
964,15,0.4,77,-44,0.1,defect,pd
964,16,1,242,238,1,cooperate,pd
964,17,0.6,131,116,0.4,defect,pd
964,18,0.5,140,135,0.5,cooperate,pd
964,19,0.3,48,-30,0.2,defect,pd
964,20,0.9,220,222,0.5,cooperate,pd
964,21,0,-234,226,0,defect,pd
964,22,0.1,-58,-200,0,defect,pd
965,1,0.5,146,120,0.5,cooperate,pd
965,2,0,-176,-196,0,defect,pd
965,3,0.9,213,143,0.9,cooperate,pd
965,4,0.2,-58,-86,0,defect,pd
965,5,0.5,121,-4,0.5,cooperate,pd
965,6,0.8,153,2,0.8,cooperate,pd
965,7,0.2,-53,-1,0.2,defect,pd
965,8,0.7,214,94,0.5,cooperate,pd
965,9,1,245,180,1,cooperate,pd
965,10,1,227,202,1,cooperate,pd
965,11,0.1,-203,-165,0,defect,pd
965,12,0.6,148,6,0.6,cooperate,pd
965,13,0.4,70,50,0.4,defect,pd
965,14,0.3,3,5,0.3,defect,pd
965,15,0.3,-24,40,0.3,defect,pd
965,16,0.6,93,61,0.6,cooperate,pd
965,17,0.1,-188,-208,0.1,defect,pd
965,18,0,-243,-242,0,defect,pd
965,19,0.8,232,194,0.8,cooperate,pd
965,20,0.4,2,6,0.4,defect,pd
965,21,0.7,216,131,0.7,cooperate,pd
965,22,0.9,226,227,1,cooperate,pd
966,1,0.8,220,65,0.8,cooperate,pd
966,2,0.6,2,112,0.5,cooperate,pd
966,3,0.9,221,239,0.9,cooperate,pd
966,4,0.2,-232,-231,0.2,defect,pd
966,5,0.7,56,127,0.7,cooperate,pd
966,6,0,-243,-246,0,defect,pd
966,7,0.4,-12,-21,0.4,defect,pd
966,8,0.9,216,242,0.9,cooperate,pd
966,9,0.7,108,130,0.7,cooperate,pd
966,10,0,-238,-231,0,defect,pd
966,11,0.6,83,96,0.6,cooperate,pd
966,12,1,247,250,1,cooperate,pd
966,13,0.1,-160,-151,0,defect,pd
966,14,0.3,-43,-31,0.3,defect,pd
966,15,0.4,2,1,0.4,defect,pd
966,16,0.3,-64,-60,0.3,defect,pd
966,17,0.5,-2,0,0.5,cooperate,pd
966,18,0.8,194,191,0.8,cooperate,pd
966,19,0.5,86,77,0.5,cooperate,pd
966,20,0.1,-234,-230,0,defect,pd
966,21,1,246,244,1,cooperate,pd
966,22,0.2,-72,-103,0.2,defect,pd
967,1,0.8,107,25,1,cooperate,pd
967,2,0.1,-165,23,1,cooperate,pd
967,3,0.5,-39,18,1,cooperate,pd
967,4,0.1,-188,22,1,cooperate,pd
967,5,0.2,-189,18,1,cooperate,pd
967,6,0.3,-187,19,1,cooperate,pd
967,7,0.3,-183,-16,1,cooperate,pd
967,8,0,-232,0,1,cooperate,pd
967,9,1,131,-19,1,cooperate,pd
967,10,0.8,147,19,1,cooperate,pd
967,11,0.9,149,20,1,cooperate,pd
967,12,0.7,118,-4,1,cooperate,pd
967,13,0.5,1,-52,1,cooperate,pd
967,14,0.7,123,-19,1,cooperate,pd
967,15,0.9,180,20,1,cooperate,pd
967,16,0.4,-101,-22,1,cooperate,pd
967,17,0.6,4,-29,1,cooperate,pd
967,18,0.6,11,-81,1,cooperate,pd
967,19,0.4,-59,-81,1,cooperate,pd
967,20,1,190,38,1,cooperate,pd
967,21,0.2,-151,-44,1,cooperate,pd
967,22,0,-225,38,1,cooperate,pd
968,1,0,3,-2,0,defect,pd
968,2,0.4,157,36,0.5,cooperate,pd
968,3,0.7,242,103,1,cooperate,pd
968,4,0.1,15,0,0,defect,pd
968,5,0.3,145,1,0,defect,pd
968,6,0.7,223,1,1,cooperate,pd
968,7,0.9,246,54,1,cooperate,pd
968,8,0.5,61,-4,0.5,cooperate,pd
968,9,0,2,-4,0,defect,pd
968,10,0.9,242,-13,1,cooperate,pd
968,11,1,233,209,1,cooperate,pd
968,12,0.4,109,-69,0,defect,pd
968,13,0.6,128,-76,0.5,cooperate,pd
968,14,0.1,-25,-16,0,defect,pd
968,15,0.8,199,70,1,cooperate,pd
968,16,0.5,128,-40,0.5,cooperate,pd
968,17,0.8,226,206,1,cooperate,pd
968,18,0.2,-192,94,0,defect,pd
968,19,0.3,43,-2,0.5,cooperate,pd
968,20,0.2,0,-2,0.5,cooperate,pd
968,21,1,250,244,1,cooperate,pd
968,22,0.6,135,-50,0.5,cooperate,pd
969,1,0,-165,160,0,defect,pd
969,2,0,-185,80,0,defect,pd
969,3,0.4,154,134,0.4,defect,pd
969,4,0.4,95,41,0.4,defect,pd
969,5,0.6,129,124,0.6,cooperate,pd
969,6,0.3,-82,66,0.3,defect,pd
969,7,0.2,111,85,0.2,defect,pd
969,8,0.1,-152,142,0.1,defect,pd
969,9,0.5,158,151,0.5,cooperate,pd
969,10,0.8,197,190,0.8,cooperate,pd
969,11,1,211,214,1,cooperate,pd
969,12,0.9,174,199,0.9,cooperate,pd
969,13,0.5,123,113,0.5,cooperate,pd
969,14,0.8,144,117,0.8,cooperate,pd
969,15,0.2,-128,118,0.2,defect,pd
969,16,0.7,143,153,0.7,cooperate,pd
969,17,0.1,-169,206,0.1,defect,pd
969,18,0.7,137,165,0.7,cooperate,pd
969,19,0.9,167,195,0.9,cooperate,pd
969,20,1,228,225,1,cooperate,pd
969,21,0.6,79,69,0.6,cooperate,pd
969,22,0.3,66,36,0.3,defect,pd
970,1,0.3,-52,-84,0,defect,pd
970,2,0.8,36,88,0.8,cooperate,pd
970,3,0,-124,-142,0,defect,pd
970,4,0.5,-34,-39,0.5,cooperate,pd
970,5,0.1,-158,-168,0.2,defect,pd
970,6,0.3,-41,-55,0.2,defect,pd
970,7,0.6,32,42,0.8,cooperate,pd
970,8,0.2,-51,-57,0.3,defect,pd
970,9,0.8,115,88,0.7,cooperate,pd
970,10,1,181,190,1,cooperate,pd
970,11,0.6,47,91,0.7,cooperate,pd
